,toi,toipfx,pl_tranmid,pl_trandurh,pl_orbper,pl_trandep,pl_rade,st_teff,st_logg,st_rad,ra,dec,st_pmra,st_pmdec,pl_tranmiderr1,pl_tranmiderr2,pl_orbpererr1,pl_orbpererr2,pl_radeerr1,pl_radeerr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_pmraerr1,st_pmraerr2,st_pmdecerr1,st_pmdecerr2
3711,K2-80 c,K2-80,2457066.48596,,5.605309,,1.48914397,5377.0,4.65,0.841458,59.037486,13.5590288,-2.9266,-60.3508,0.003652,-0.003782,0.000637,-0.00063,0.19174122,-0.09720773,50.0,-50.0,0.1,-0.1,0.030552,-0.021737,0.0759563,-0.0759563,0.0545642,-0.0545642
3712,K2-80 c,K2-80,2457066.4842,2.68,5.605,,1.47,5441.0,4.519,0.87,59.037486,13.5590288,-2.9266,-60.3508,0.0071,-0.0071,0.0011,-0.0011,0.23,-0.23,249.0,-249.0,0.072,-0.072,0.1,-0.1,0.0759563,-0.0759563,0.0545642,-0.0545642
3713,K2-80 c,K2-80,2457066.4919,3.048,5.60473,30.099999999999998,1.41,,,0.785,59.037486,13.5590288,-2.9266,-60.3508,0.0043,-0.004,0.00058,-0.00062,0.14,-0.26,,,,,0.055,-0.065,0.0759563,-0.0759563,0.0545642,-0.0545642
3714,K2-80 d,K2-80,2457082.9257,4.224,28.8819,86.4,2.39,,,0.785,59.037486,13.5590288,-2.9266,-60.3508,0.002,-0.0019,0.0028,-0.003,0.2,-0.3,,,,,0.055,-0.065,0.0759563,-0.0759563,0.0545642,-0.0545642
3715,K2-80 d,K2-80,2457082.93709,,28.867253,,2.55211506,5377.0,4.65,0.841458,59.037486,13.5590288,-2.9266,-60.3508,0.003637,-0.004477,0.00514,-0.004625,0.2762906,-0.13953552,50.0,-50.0,0.1,-0.1,0.030552,-0.021737,0.0759563,-0.0759563,0.0545642,-0.0545642
3716,K2-81 b,K2-81,2457064.344968,2.378,6.10099028,77.0,,4784.0,4.56844,0.756173,57.4854562,14.5020556,-8.0949,-35.9622,,,,,,,122.0,-122.0,,,,,0.0568061,-0.0568061,0.038382,-0.038382
3717,K2-81 b,K2-81,2457064.3396,2.3448,6.10241,107.6,2.38,,,0.702,57.4854562,14.5020556,-8.0949,-35.9622,0.0019,-0.002,0.00028,-0.00027,0.19,-0.34,,,,,0.034,-0.023,0.0568061,-0.0568061,0.038382,-0.038382
3718,K2-81 b,K2-81,2457070.4425,2.15,6.10224,,1.82,4530.0,4.668,0.631,57.4854562,14.5020556,-8.0949,-35.9622,0.0033,-0.0033,0.00054,-0.00054,0.25,-0.25,156.0,-156.0,0.05,-0.05,0.073,-0.073,0.0568061,-0.0568061,0.038382,-0.038382
3719,K2-81 b,K2-81,2457070.44,,6.102325,,1.97,4674.13,,0.634663,57.4854562,14.5020556,-8.0949,-35.9622,0.002,-0.002,0.00039,-0.000407,0.13,-0.11,140.71,-131.16,,,0.035004,-0.031876,0.0568061,-0.0568061,0.038382,-0.038382
3720,K2-82 b,K2-82,2457069.07598,2.21688,7.195834,,2.6,,,,58.5148951,15.1371158,3.80855,-4.12967,0.00055,-0.00055,9.5e-05,-9.5e-05,1.2,-1.2,,,,,,,0.0607909,-0.0607909,0.0545039,-0.0545039
3721,K2-83 b,K2-83,2457067.06,,2.747227,,1.71,3875.75,,0.547001,59.9013782,15.5587994,-40.43,-18.7895,0.002,-0.002,0.000133,-0.000131,0.1,-0.1,80.72,-80.2,,,0.027739,-0.027632,0.0596351,-0.0596351,0.0347211,-0.0347211
3722,K2-83 b,K2-83,2457067.0633,1.664,2.74697,,1.244,3910.0,4.863,0.424,59.9013782,15.5587994,-40.43,-18.7895,0.0024,-0.0024,0.00018,-0.00018,0.098,-0.098,49.0,-49.0,0.05,-0.05,0.016,-0.016,0.0596351,-0.0596351,0.0347211,-0.0347211
3723,K2-83 b,K2-83,2457064.3154,1.6608,2.747128,92.0,1.36,,,0.424,59.9013782,15.5587994,-40.43,-18.7895,0.0014,-0.0014,9.5e-05,-0.0001,0.11,-0.14,,,,,0.025,-0.01,0.0596351,-0.0596351,0.0347211,-0.0347211
3724,K2-83 c,K2-83,2457066.26638,3.509,10.00102551,163.0,,3848.0,4.6829,0.562821,59.9013782,15.5587994,-40.43,-18.7895,,,,,,,157.0,-157.0,0.009893,-0.009893,0.01664,-0.01664,0.0596351,-0.0596351,0.0347211,-0.0347211
3725,K2-83 c,K2-83,2457066.2688,2.712,9.99791,146.2,1.7,,,0.424,59.9013782,15.5587994,-40.43,-18.7895,0.0018,-0.0019,0.00055,-0.00053,0.18,-0.28,,,,,0.025,-0.01,0.0596351,-0.0596351,0.0347211,-0.0347211
3726,K2-83 c,K2-83,2457066.2703,2.77,9.99767,,1.483,3910.0,4.863,0.424,59.9013782,15.5587994,-40.43,-18.7895,0.0029,-0.0029,0.00081,-0.00081,0.099,-0.099,49.0,-49.0,0.05,-0.05,0.016,-0.016,0.0596351,-0.0596351,0.0347211,-0.0347211
3727,K2-83 c,K2-83,2457066.271,,9.997442,,2.11,3875.75,,0.547001,59.9013782,15.5587994,-40.43,-18.7895,0.002,-0.002,0.000621,-0.000605,0.12,-0.12,80.72,-80.2,,,0.027739,-0.027632,0.0596351,-0.0596351,0.0347211,-0.0347211
3728,K2-84 b,K2-84,2457071.4212,2.81,6.4215,,2.41,5652.0,4.481,0.93,55.8093566,16.6344396,21.5052,-25.1851,0.0027,-0.0027,0.00056,-0.00056,0.35,-0.35,154.0,-154.0,0.089,-0.089,0.12,-0.12,0.0536884,-0.0536884,0.0369586,-0.0369586
3729,K2-84 b,K2-84,2457065.0006,2.8824,6.42149,81.4,2.51,,,0.836,55.8093566,16.6344396,21.5052,-25.1851,0.0016,-0.0017,0.00027,-0.00027,0.2,-0.24,,,,,0.056,-0.037,0.0536884,-0.0536884,0.0369586,-0.0369586
3730,K2-84 c,K2-84,2457068.615,4.61,27.86,,2.03,5652.0,4.481,0.93,55.8093566,16.6344396,21.5052,-25.1851,0.0078,-0.0078,0.0052,-0.0052,0.32,-0.32,154.0,-154.0,0.089,-0.089,0.12,-0.12,0.0536884,-0.0536884,0.0369586,-0.0369586
3731,K2-84 c,K2-84,2457068.6225,4.608,27.8522,70.4,2.16,,,0.836,55.8093566,16.6344396,21.5052,-25.1851,0.0065,-0.0042,0.0031,-0.0041,0.22,-0.45,,,,,0.056,-0.037,0.0536884,-0.0536884,0.0369586,-0.0369586
3732,K2-85 b,K2-85,2457061.94482,0.8184,0.684541,40.0,1.36,,,0.671,59.464829,18.4649505,94.0268,-68.6616,0.00063,-0.0005,8.4e-06,-1e-05,0.13,-0.23,,,,,0.052,-0.064,0.0712701,-0.0712701,0.0428694,-0.0428694
3733,K2-85 b,K2-85,2457065.36846,0.782,0.684533,,1.01,4268.0,4.776,0.507,59.464829,18.4649505,94.0268,-68.6616,0.00094,-0.00094,1.8e-05,-1.8e-05,0.12,-0.12,122.0,-122.0,0.057,-0.057,0.044,-0.044,0.0712701,-0.0712701,0.0428694,-0.0428694
3734,K2-85 b,K2-85,2457102.33296,,0.684559,,1.2,4427.0,4.3,0.68,59.464829,18.4649505,94.0268,-68.6616,0.00056,-0.00042,1e-05,-1e-05,0.08,-0.07,48.0,-48.0,0.1,-0.1,0.03,-0.03,0.0712701,-0.0712701,0.0428694,-0.0428694
3735,K2-85 b,K2-85,2457061.942054,0.912,0.68458757,27.0,,4222.0,4.52609,0.734112,59.464829,18.4649505,94.0268,-68.6616,,,,,,,145.26,-100.36,0.112421,-0.099125,0.05304,-0.076126,0.0712701,-0.0712701,0.0428694,-0.0428694
3736,K2-85 b,K2-85,2457065.367,,0.684557,,1.37,4376.21,,0.675849,59.464829,18.4649505,94.0268,-68.6616,0.001,-0.001,1.7e-05,-1.7e-05,0.11,-0.11,95.3,-90.12,,,0.031038,-0.030576,0.0712701,-0.0712701,0.0428694,-0.0428694
3737,K2-85 b,K2-85,2457077.68807,,0.684575,,1.4,4462.0,4.17,0.71,59.464829,18.4649505,94.0268,-68.6616,0.00063,-0.00052,0.000143,-0.000143,0.2,-0.2,,,,,0.05,-0.05,0.0712701,-0.0712701,0.0428694,-0.0428694
3738,K2-85 b,K2-85,2457064.68219,,0.684553,,1.27572042,4441.0,4.65,0.646851,59.464829,18.4649505,94.0268,-68.6616,0.00074,-0.000725,1.3e-05,-1.3e-05,0.10846678,-0.07743169,50.0,-50.0,0.1,-0.1,0.01962,-0.018865,0.0712701,-0.0712701,0.0428694,-0.0428694
3739,K2-85 b,K2-85,2457065.36778,,0.68453862616,,1.4,4232.0,4.44,0.71,59.464829,18.4649505,94.0268,-68.6616,0.00056,-0.00056,1e-05,-1e-05,0.2,-0.2,70.0,-70.0,0.1,-0.1,0.1,-0.1,0.0712701,-0.0712701,0.0428694,-0.0428694
3740,K2-86 b,K2-86,2457070.01694,,8.775864,,1.97521161,5129.0,4.52,0.721964,51.5531053,18.6355718,67.7483,-9.25177,0.003452,-0.003519,0.0009,-0.000886,0.26448945,-0.15067635,50.0,-50.0,0.1,-0.1,0.034976,-0.024973,0.087117,-0.087117,0.0619616,-0.0619616
3741,K2-86 b,K2-86,2457070.0173,2.75,8.77683,,1.96,5482.0,4.579,0.76,51.5531053,18.6355718,67.7483,-9.25177,0.0036,-0.0036,0.00098,-0.00098,0.27,-0.27,248.0,-248.0,0.07,-0.07,0.09,-0.09,0.087117,-0.087117,0.0619616,-0.0619616
3742,K2-86 b,K2-86,2457070.0194,4.224,8.77709,86.5,5.1,,,0.8,51.5531053,18.6355718,67.7483,-9.25177,0.0026,-0.0027,0.00062,-0.00061,1.9,-2.6,,,,,0.186,-0.028,0.087117,-0.087117,0.0619616,-0.0619616
3743,K2-87 b,K2-87,2457062.5749,4.68,9.72664,269.2,8.42,,,1.508,66.2363638,18.8273617,25.9654,-13.6421,0.0014,-0.0013,0.00031,-0.00032,0.79,-0.72,,,,,0.099,-0.074,0.0522634,-0.0522634,0.0376819,-0.0376819
3744,K2-87 b,K2-87,2457072.30232,4.56,9.726618,,7.6,5747.0,4.208,1.401,66.2363638,18.8273617,25.9654,-13.6421,0.00171,-0.00171,5.5e-05,-5.5e-05,0.4,-0.4,58.0,-49.0,0.032,-0.035,0.083,-0.062,0.0522634,-0.0522634,0.0376819,-0.0376819
3745,K2-87 b,K2-87,2457072.3012,4.24,9.72739,,4.6,5406.0,4.47,0.93,66.2363638,18.8273617,25.9654,-13.6421,0.0034,-0.0034,0.00087,-0.00087,1.5,-1.5,168.0,-168.0,0.18,-0.18,0.29,-0.29,0.0522634,-0.0522634,0.0376819,-0.0376819
3746,K2-87 b,K2-87,2460243.190501,4.584,9.72665,228.7,7.23871,5583.6,4.11,1.45,66.2363638,18.8273617,25.9654,-13.6421,0.0079088,-0.0079088,2.46e-05,-2.46e-05,0.399353,-0.399353,118.3,-118.3,0.08,-0.08,0.07,-0.07,0.0522634,-0.0522634,0.0376819,-0.0376819
3747,K2-88 b,K2-88,2457066.218,,4.61228,,2.3,3624.15,,0.459539,54.7514566,19.1199667,-24.6108,-47.9981,0.001,-0.001,0.000172,-0.00017,0.23,-0.21,87.63,-86.79,,,0.031907,-0.030152,0.138102,-0.138102,0.0904914,-0.0904914
3748,K2-88 b,K2-88,2457066.2177,1.1448,4.61244,219.4,1.27,,,0.256,54.7514566,19.1199667,-24.6108,-47.9981,0.00101,-0.00093,0.00011,-0.00011,0.16,-0.42,,,,,0.029,-0.082,0.138102,-0.138102,0.0904914,-0.0904914
3749,K2-88 b,K2-88,2457066.2194,1.039,4.6122,,1.23,3537.0,5.022,0.256,54.7514566,19.1199667,-24.6108,-47.9981,0.0015,-0.0015,0.00018,-0.00018,0.25,-0.25,93.0,-93.0,0.067,-0.067,0.049,-0.049,0.138102,-0.138102,0.0904914,-0.0904914
3750,K2-89 b,K2-89,2457062.7201,0.9264,1.095962,34.6,0.617,,,0.318,57.0671234,20.4594885,90.2269,-33.8286,0.0017,-0.0016,4.4e-05,-4.5e-05,0.081,-0.151,,,,,0.031,-0.035,0.0863068,-0.0863068,0.0435171,-0.0435171
3751,K2-89 b,K2-89,2457066.0066,0.895,1.096026,,0.615,3691.0,4.965,0.318,57.0671234,20.4594885,90.2269,-33.8286,0.0023,-0.0023,6.5e-05,-6.5e-05,0.08,-0.08,51.0,-51.0,0.05,-0.05,0.033,-0.033,0.0863068,-0.0863068,0.0435171,-0.0435171
3752,K2-89 b,K2-89,2457066.008,,1.095979,,1.08,3677.0,4.70687,0.535057,57.0671234,20.4594885,90.2269,-33.8286,0.002,-0.002,6.1e-05,-6e-05,0.09,-0.08,157.0,-157.0,0.009145,-0.009145,0.015817,-0.015817,0.0863068,-0.0863068,0.0435171,-0.0435171
3753,K2-9 b,K2-9,2456822.6744,2.93,18.4474,,5.6,4052.0,4.816,0.468,176.263724,0.0054085,-170.752,26.6291,0.0028,-0.0028,0.0015,-0.0015,4.5,-4.5,120.0,-120.0,0.071,-0.071,0.074,-0.074,0.100361,-0.100361,0.0633969,-0.0633969
3754,K2-9 b,K2-9,2456822.6723,,18.44883,283.0,1.6,3468.0,,0.25,176.263724,0.0054085,-170.752,26.6291,0.003,-0.003,0.00137,-0.00137,0.42,-0.42,20.0,-19.0,,,0.04,-0.03,0.100361,-0.100361,0.0633969,-0.0633969
3755,K2-9 b,K2-9,2456822.671,2.49,18.448653,345.0,3.33,3765.0,,0.52,176.263724,0.0054085,-170.752,26.6291,,,,,,,,,,,,,0.100361,-0.100361,0.0633969,-0.0633969
3756,K2-9 b,K2-9,2456822.66979,2.4144,18.44951,399.0,3.09,,,0.468,176.263724,0.0054085,-170.752,26.6291,0.001,-0.00104,0.00057,-0.00059,0.58,-0.47,,,,,0.086,-0.063,0.100361,-0.100361,0.0633969,-0.0633969
3757,K2-9 b,K2-9,2456822.6712,2.8397,18.4498,,2.25,3390.0,,0.31,176.263724,0.0054085,-170.752,26.6291,0.0025,-0.0033,0.0015,-0.0015,0.53,-0.96,150.0,-150.0,,,0.11,-0.11,0.100361,-0.100361,0.0633969,-0.0633969
3758,K2-90 b,K2-90,2457064.957466,4.339,13.71468745,149.0,,4133.13,4.62196,0.650887,59.1527391,22.4724517,72.8097,-45.3806,,,,,,,131.13,-166.91,0.14493,-0.135793,0.104505,-0.075144,0.0449444,-0.0449444,0.0292822,-0.0292822
3759,K2-90 b,K2-90,2457078.659,,13.734907,,2.53,4421.98,,0.634754,59.1527391,22.4724517,72.8097,-45.3806,0.001,-0.001,0.000798,-0.000802,0.14,-0.13,93.48,-91.15,,,0.029302,-0.028633,0.0449444,-0.0449444,0.0292822,-0.0292822
3760,K2-90 b,K2-90,2457078.6648,3.08,13.7311,,2.04,4136.0,4.791,0.494,59.1527391,22.4724517,72.8097,-45.3806,0.0025,-0.0025,0.0014,-0.0014,0.33,-0.33,164.0,-164.0,0.066,-0.066,0.07,-0.07,0.0449444,-0.0449444,0.0292822,-0.0292822
3761,K2-90 b,K2-90,2457078.66112,2.952,13.733314,,2.6,4484.0,4.653,0.619,59.1527391,22.4724517,72.8097,-45.3806,0.0017,-0.00172,8.3e-05,-9.9e-05,0.1,-0.1,58.0,-50.0,0.017,-0.014,0.009,-0.01,0.0449444,-0.0449444,0.0292822,-0.0292822
3762,K2-90 b,K2-90,2457064.929,2.8608,13.73288,158.20000000000002,2.64,,,0.646,59.1527391,22.4724517,72.8097,-45.3806,0.0011,-0.0011,0.00042,-0.00043,0.34,-0.29,,,,,0.081,-0.048,0.0449444,-0.0449444,0.0292822,-0.0292822
3763,K2-90 c,K2-90,2457063.8466,1.3032,2.90022,38.9,1.36,,,0.646,59.1527391,22.4724517,72.8097,-45.3806,0.002,-0.0021,0.00015,-0.00015,0.19,-0.19,,,,,0.081,-0.048,0.0449444,-0.0449444,0.0292822,-0.0292822
3764,K2-90 c,K2-90,2457066.74,,2.900706,,1.3,4421.98,,0.634754,59.1527391,22.4724517,72.8097,-45.3806,0.004,-0.004,0.000331,-0.000319,0.13,-0.11,93.48,-91.15,,,0.029302,-0.028633,0.0449444,-0.0449444,0.0292822,-0.0292822
3765,K2-90 c,K2-90,2457066.7443,1.27,2.90032,,1.02,4136.0,4.791,0.494,59.1527391,22.4724517,72.8097,-45.3806,0.0046,-0.0046,0.00038,-0.00038,0.18,-0.18,164.0,-164.0,0.066,-0.066,0.07,-0.07,0.0449444,-0.0449444,0.0292822,-0.0292822
3766,K2-91 b,K2-91,2457063.873746,1.048,1.41929871,85.0,,3326.0,4.86273,0.361559,63.2182348,24.2047218,43.0051,-89.4495,,,,,,,157.0,-157.0,0.000743,-0.000743,0.010878,-0.010878,0.175512,-0.175512,0.0880262,-0.0880262
3767,K2-91 b,K2-91,2457065.43,,1.419604,,1.22,3488.9,,0.32067,63.2182348,24.2047218,43.0051,-89.4495,0.002,-0.002,6.2e-05,-6e-05,0.12,-0.12,80.77,-80.2,,,0.028824,-0.028709,0.175512,-0.175512,0.0880262,-0.0880262
3768,K2-91 b,K2-91,2457062.5891,1.368,1.419714,156.5,1.18,,,0.284,63.2182348,24.2047218,43.0051,-89.4495,0.0011,-0.0011,4e-05,-4.2e-05,0.19,-0.52,,,,,0.03,-0.055,0.175512,-0.175512,0.0880262,-0.0880262
3769,K2-91 b,K2-91,2457065.4319,0.945,1.419549,,1.1,3622.0,5.0,0.284,63.2182348,24.2047218,43.0051,-89.4495,0.0019,-0.0019,7.1e-05,-7.1e-05,0.18,-0.18,104.0,-104.0,0.052,-0.052,0.041,-0.041,0.175512,-0.175512,0.0880262,-0.0880262
3770,K2-92 b,K2-92,2457065.5807,1.5312,0.701818,,2.56,,,,60.0698588,25.4798898,-8.64835,-24.8389,0.0027,-0.0027,7.1e-05,-7.1e-05,0.3,-0.3,,,,,,,0.0766608,-0.0766608,0.0431954,-0.0431954
3771,K2-95 b,K2-95,2457150.87837,,10.134016,,3.88,3548.0,4.84,0.42,129.3625717,18.9766197,-35.7678,-12.3856,0.00391,-0.00401,0.001132,-0.001143,1.75,-1.75,59.0,-59.0,0.01,-0.01,0.01,-0.01,0.187086,-0.187086,0.108305,-0.108305
3772,K2-95 b,K2-95,2457171.1477,2.84,10.13389,,3.47,3471.0,,0.402,129.3625717,18.9766197,-35.7678,-12.3856,0.0018,-0.0019,0.00068,-0.00077,0.78,-0.53,124.0,-124.0,,,0.05,-0.05,0.187086,-0.187086,0.108305,-0.108305
3773,K2-95 b,K2-95,2457150.87783,3.3696,10.134279,,14.8,,,0.43,129.3625717,18.9766197,-35.7678,-12.3856,0.003696,-0.003612,0.001059,-0.001088,21.4,-12.5,,,,,,,0.187086,-0.187086,0.108305,-0.108305
3774,K2-95 b,K2-95,2457130.61946,,10.1338,440.0,,3411.0,4.81298,0.414978,129.3625717,18.9766197,-35.7678,-12.3856,,,,,,,157.0,-157.0,0.006541,-0.006541,0.014146,-0.014146,0.187086,-0.187086,0.108305,-0.108305
3775,K2-95 b,K2-95,2457140.74083,2.28,10.135091,,3.7,3410.0,,0.44,129.3625717,18.9766197,-35.7678,-12.3856,0.00205,-0.00208,0.000495,-0.000488,0.2,-0.2,65.0,-65.0,,,0.02,-0.02,0.187086,-0.187086,0.108305,-0.108305
3776,K2-95 b,K2-95,2457150.876813,,10.134231,527.5999999999999,1.76,,,0.226,129.3625717,18.9766197,-35.7678,-12.3856,0.001248,-0.001248,0.000347,-0.000347,,,,,,,,,0.187086,-0.187086,0.108305,-0.108305
3777,K2-95 b,K2-95,2457140.7422121,,10.1346454,,3.31,3566.0,4.85,0.4,129.3625717,18.9766197,-35.7678,-12.3856,0.00076,-0.0007697,1.21e-05,-1.23e-05,0.2,-0.14,34.0,-37.0,0.01,-0.01,0.01,-0.01,0.187086,-0.187086,0.108305,-0.108305
3778,K2-95 b,K2-95,2457140.7404,2.856,10.13446,705.0,1.92,,,0.226,129.3625717,18.9766197,-35.7678,-12.3856,0.0016,-0.0016,0.00039,-0.00039,0.49,-0.58,,,,,0.056,-0.06,0.187086,-0.187086,0.108305,-0.108305
3779,K2-97 b,K2-97,2457142.05,5.66808,8.406,55.599999999999994,,4642.56,,4.70881,127.762837,10.8475571,-1.27814,-6.7784,,,,,,,29.95,-29.95,,,,,0.106621,-0.106621,0.0672738,-0.0672738
3780,K2-97 b,K2-97,2457142.05522,,8.405276,,8.04276104,4836.0,3.5,2.949151,127.762837,10.8475571,-1.27814,-6.7784,0.005162,-0.004623,0.00116,-0.001166,1.42512362,-0.97933679,50.0,-50.0,0.1,-0.1,0.366463,-0.304513,0.106621,-0.106621,0.0672738,-0.0672738
3781,K2-97 b,K2-97,,,,,14.68379,,,4.2,127.762837,10.8475571,-1.27814,-6.7784,,,,,1.23299,-1.23299,,,,,0.14,-0.14,0.106621,-0.106621,0.0672738,-0.0672738
3782,K2-97 b,K2-97,2460269.511157,5.002,8.4071591,53.3,10.1248,4642.6,,4.71,127.762837,10.8475571,-1.27814,-6.7784,0.0066926,-0.0066926,2.23e-05,-2.23e-05,,,29.9,-29.9,,,,,0.106621,-0.106621,0.0672738,-0.0672738
3783,K2-97 b,K2-97,2457142.04977,,8.406726,,10.61,4717.0,3.22,4.47,127.762837,10.8475571,-1.27814,-6.7784,0.00888,-0.00854,0.001863,-0.001827,0.95,-0.95,73.0,-73.0,0.04,-0.04,0.18,-0.18,0.106621,-0.106621,0.0672738,-0.0672738
3784,K2-97 b,K2-97,,,8.4061,,14.68379,4790.0,3.26,4.2,127.762837,10.8475571,-1.27814,-6.7784,,,0.0015,-0.0015,1.23299,-1.23299,90.0,-90.0,0.01,-0.01,0.14,-0.14,0.106621,-0.106621,0.0672738,-0.0672738
3785,K2-97 b,K2-97,2457142.0487,6.072,8.40685,68.0,10.88,,,4.09,127.762837,10.8475571,-1.27814,-6.7784,0.0041,-0.0042,0.00094,-0.00095,0.82,-1.84,,,,,0.18,-0.3,0.106621,-0.106621,0.0672738,-0.0672738
3786,K2-97 b,K2-97,2457722.1447,6.2712,8.407115,89.1,13.45077684,4673.0,3.276,4.14,127.762837,10.8475571,-1.27814,-6.7784,0.0027,-0.0026,2.3e-05,-2.3e-05,1.23298788,-1.23298788,95.0,-93.0,0.085,-0.077,0.28,-0.26,0.106621,-0.106621,0.0672738,-0.0672738
3787,K2-97 b,K2-97,2457142.04845,5.7192,8.406951,,11.5,,,4.79,127.762837,10.8475571,-1.27814,-6.7784,0.010024,-0.009717,0.002037,-0.002013,2.8,-1.8,,,,,,,0.106621,-0.106621,0.0672738,-0.0672738
3788,K2-97 b,K2-97,2457142.072,,8.4061,,14.68379,4790.0,3.26,4.2,127.762837,10.8475571,-1.27814,-6.7784,0.007,-0.007,0.0015,-0.0015,1.23299,-1.23299,90.0,-90.0,0.01,-0.01,0.14,-0.14,0.106621,-0.106621,0.0672738,-0.0672738
3789,K2-98 b,K2-98,2457145.9809,5.1216,10.13682,104.3,4.6,,,1.37,126.4882114,11.5110933,-15.9682,-9.5236,0.0012,-0.0012,0.00039,-0.00036,0.79,-0.55,,,,,0.23,-0.11,0.0727064,-0.0727064,0.0477467,-0.0477467
3790,K2-98 b,K2-98,2457145.9807,5.03,10.13675,,4.3,6120.0,4.23,1.311,126.4882114,11.5110933,-15.9682,-9.5236,0.0012,-0.0012,0.00033,-0.00033,0.3,-0.2,80.0,-80.0,0.03,-0.05,0.083,-0.048,0.0727064,-0.0727064,0.0477467,-0.0477467
3791,K2-98 b,K2-98,2457145.98,,10.136796,,5.00805298,6095.0,4.09,1.5082,126.4882114,11.5110933,-15.9682,-9.5236,0.001512,-0.001611,0.000423,-0.000393,0.75758101,-0.74008365,50.0,-50.0,0.1,-0.1,0.220829,-0.219765,0.0727064,-0.0727064,0.0477467,-0.0477467
3792,K2-98 b,K2-98,2457145.9796,,10.13693,,4.93,6103.0,4.12,1.565,126.4882114,11.5110933,-15.9682,-9.5236,0.0016,-0.0016,0.00046,-0.00046,0.13,-0.07,100.0,-100.0,0.081,-0.081,0.065,-0.065,0.0727064,-0.0727064,0.0477467,-0.0477467
3793,K2-98 b,K2-98,2457145.977028,5.371,10.13892836,95.0,,6283.0,4.17177,1.50696,126.4882114,11.5110933,-15.9682,-9.5236,,,,,,,99.86,-157.78,0.104845,-0.067661,0.071407,-0.075849,0.0727064,-0.0727064,0.0477467,-0.0477467
3794,K2-98 b,K2-98,2457145.98231,4.9704,10.136527,,4.5,,,1.39,126.4882114,11.5110933,-15.9682,-9.5236,0.002574,-0.002437,0.000637,-0.000682,0.6,-0.5,,,,,,,0.0727064,-0.0727064,0.0477467,-0.0477467
3795,K2-98 b,K2-98,2457145.9823,,10.136448,,5.2,6172.0,4.13,1.57,126.4882114,11.5110933,-15.9682,-9.5236,0.0022,-0.00214,0.000609,-0.000591,0.19,-0.19,82.0,-82.0,0.02,-0.02,0.04,-0.04,0.0727064,-0.0727064,0.0477467,-0.0477467
3796,K2-98 b,K2-98,2460247.820034,5.341,10.1367283,105.89999999999999,5.44119,6283.0,4.17177,1.51,126.4882114,11.5110933,-15.9682,-9.5236,0.0031022,-0.0031022,1.16e-05,-1.16e-05,0.285221,-0.285221,128.82,-128.82,0.086253,-0.086253,0.07,-0.07,0.0727064,-0.0727064,0.0477467,-0.0477467
3797,K2-98 b,K2-98,2457662.95321,5.1216,10.1367349,93.0,5.06645928,6260.0,4.169,1.518,126.4882114,11.5110933,-15.9682,-9.5236,0.00077,-0.00074,9.4e-06,-9.2e-06,0.31385146,-0.28022452,170.0,-160.0,0.06,-0.063,0.082,-0.076,0.0727064,-0.0727064,0.0477467,-0.0477467
3798,K2-98 b,K2-98,2457145.985,4.94496,10.136,86.9,,6283.0,4.17177,1.50696,126.4882114,11.5110933,-15.9682,-9.5236,,,,,,,99.86,-157.78,0.104845,-0.067661,0.071407,-0.075849,0.0727064,-0.0727064,0.0477467,-0.0477467
3799,K2-99 b,K2-99,2457233.82582,11.496,18.24841,193.0,12.48,,,2.71,208.7737624,-5.4424943,-0.322918,-1.98787,0.00098,-0.00096,0.00053,-0.00055,1.95,-0.87,,,,,0.42,-0.13,0.0769508,-0.0769508,0.0595033,-0.0595033
3800,K2-99 b,K2-99,2457233.823,10.86792,18.25,177.6,,6073.27,3.62228,2.73115,208.7737624,-5.4424943,-0.322918,-1.98787,,,,,,,123.22,-145.54,0.083396,-0.097395,0.1484,-0.16557,0.0769508,-0.0769508,0.0595033,-0.0595033
3801,K2-99 b,K2-99,2457233.823,12.0,18.249,,14.45961,5990.0,3.67,3.1,208.7737624,-5.4424943,-0.322918,-1.98787,0.003,-0.003,0.001,-0.001,0.56045,-0.56045,40.0,-40.0,0.04,-0.04,0.1,-0.1,0.0769508,-0.0769508,0.0595033,-0.0595033
3802,K2-99 b,K2-99,2457233.82366,,18.251985,,11.73,6217.0,3.81,2.63,208.7737624,-5.4424943,-0.322918,-1.98787,0.00255,-0.00261,0.001399,-0.001399,0.42,-0.42,78.0,-78.0,0.02,-0.02,0.07,-0.07,0.0769508,-0.0769508,0.0595033,-0.0595033
3803,K2-99 b,K2-99,2457233.82597,,18.248708,,10.53585955,6033.0,3.78,2.276457,208.7737624,-5.4424943,-0.322918,-1.98787,0.001104,-0.00116,0.000634,-0.000572,1.50956139,-1.20731556,50.0,-50.0,0.1,-0.1,0.320083,-0.257309,0.0769508,-0.0769508,0.0595033,-0.0595033
3804,K2-99 b,K2-99,2458182.7133,11.1,18.24783,,11.88151954,6069.0,3.783,2.55,208.7737624,-5.4424943,-0.322918,-1.98787,0.0005,-0.0005,3e-05,-3e-05,0.11208981,-0.11208981,92.0,-92.0,0.004,-0.004,0.02,-0.02,0.0769508,-0.0769508,0.0595033,-0.0595033
