pl_orbper,pl_rade,pl_tranmid,pl_trandep,st_teff,st_rad,st_logg,ra,dec
19.984217,2.846,2458193.515643,,6823.0,1.753,4.004,204.9532151,-6.8889086
1.017968,36.1,2457221.0684,,,0.75,,208.154586,-6.7693945
1.018,,2457218.013,0.9794,5022.0,0.805916,4.54457,208.154586,-6.7693945
1.017977,18.1,2457218.01357,1.396,,0.638,,208.154586,-6.7693945
8.491003,2.228,2458182.47466,,5432.0,0.841,4.51,199.377741,-6.3716288
8.95366,3.32,2457223.8033,0.142,,0.841,,203.2217521,-6.3569355
8.953,,2457223.806,0.1178,4966.0,0.864025,4.4783,203.2217521,-6.3569355
37.361973,2.74426869,2457226.37396,,5675.0,1.116937,4.25,202.4737957,-6.3510574
4.681743,5.4,2457222.66496,,,0.25,,207.3819041,-6.3241731
4.68189,29.41,2457222.666,,3368.0,0.40606,4.8211,207.3819041,-6.3241731
4.68199,48.33,2457222.665,,4636.0,0.895684,4.40064,207.3848549,-6.3227922
24.748442,16.683,2458183.307463,,5803.0,0.637,4.637,209.740166,-6.0096015
3.216,,2457217.935,0.0308,3954.0,0.622576,4.63225,205.2933875,-5.6633224
29.978884,15.3,2457230.47169,,,0.94,,207.8179518,-5.6346325
6.725,,2457221.836,0.2425,4891.0,0.80913,4.52512,206.8325575,-5.1060853
6.72511,4.37,2457221.835,0.28,,0.787,,206.8325575,-5.1060853
12.24568,2.047,2458186.610826,,5329.0,0.796,4.573,206.2070623,-5.0044907
13.8883,1.46,2457222.1936,0.0558,,0.592,,202.9420287,-4.8529708
26.939433,2.869,2458189.0656,,5716.0,1.02,4.312,209.7157599,-4.5483314
27.7985,2.47,2457236.1256,0.0255,,1.484,,205.2838267,-4.4375428
20.641492,49.5,2457238.33933,,,1.05,,201.7799482,-4.2481678
12.634794,47.553,2457229.428473,,4999.0,10.265,2.32,202.3027086,-4.0572793
7.535783,3.131,2458184.243352,,3990.0,0.659,4.718,206.717132,-3.314273
6.116238,4.886,2458181.001717,,6283.0,1.544,4.154,203.5783492,-3.1555013
9.668373,2.628,2458187.394446,,5368.0,0.817,4.527,202.8286729,-2.5793876
0.546127,11.3,2457301.9503,0.03923,,1.447,,286.1782088,-30.6561897
2.49686,90.0,2457302.0093,0.0692,,11.0,,289.9013854,-29.5301816
5.84643,10.4,2457306.73271,1.521,,0.698,,289.0979247,-29.3368857
9.76897,,2457312.1313,,5388.0,1.2,,289.3770304,-29.0494243
9.770186,3.19260619,2457302.35684,,5631.0,0.994327,4.29,289.3770304,-29.0494243
9.769155,3.3,2457312.13114,,,1.1,,289.3770304,-29.0494243
9.7706,3.8,2457302.3542,0.0988,,1.195,,289.3770304,-29.0494243
0.515513,3.4,2457311.46608,,,0.75,,289.8767127,-28.5356108
6.7826,1.88,2457302.877,0.0633,,0.705,,290.088861,-28.4766982
3.12951,18.6,2457304.1846,0.0898,,1.99,,282.0208728,-28.3963938
13.61358,3.39689521,2457311.94495,,4863.0,0.780921,4.38,283.6464363,-28.1888472
13.61242,3.03,2457311.9444,0.1453,,0.793,,283.6464363,-28.1888472
12.364531,36.3,2457323.0274,,,0.76,,290.5611381,-28.1179254
6.79867,4.4,2457307.7525,0.0436,,1.601,,283.5619075,-27.8859846
1.489154,1.9,2457302.444,0.00562,,2.4,,293.0785743,-27.8845304
1.489184,1.0,2457311.37889,,,0.87,,293.0786854,-27.8842445
1.117027,16.9,2457311.23008,,,0.27,,286.85181,-27.7923145
1.11704,33.94,2457311.23,,3506.0,0.497973,4.73918,286.85181,-27.7923145
14.1297,1.4,2457304.8032,0.0383,,0.69,,283.0317641,-27.1807287
4.63789,2.04,2457303.8788,0.0362,,1.021,,288.3772959,-27.0171825
4.637911,1.87105305,2457303.87944,,5608.0,0.985113,4.46,288.3772959,-27.0171825
5.059033,1.03801946,2457304.21696,,4455.0,0.623766,4.68,285.4760265,-26.9630173
5.059,1.12,2457339.63,,4310.0,0.67224,4.60909,285.4760265,-26.9630173
1.876899,13.2,2457303.18414,2.409,,0.774,,288.6397893,-26.3091775
10.99044,1.16,2457339.314,,3584.0,0.500884,4.73663,288.5022519,-26.284388
21.568409,20.5,2457325.85483,,,1.21,,281.4406307,-26.0651403
1.236438,50.0,2457301.9349,0.2554,,3.2,,281.3499665,-26.0196009
7.269622,32.9,2457316.12309,,,0.73,,281.1157606,-25.7537998
7.269213,163.0,2457301.58585,0.922,,6.93,,281.1157606,-25.7537998
7.457597,8.7,2457306.88507,0.573,,1.037,,280.8765309,-25.4110574
7.46475831483,11.93024915,2460804.464998,1.05838259,5357.0,1.15577,4.27941,280.8765309,-25.4110574
43.1029,12.2,2457303.7453,0.3263,,1.923,,289.8248266,-25.355926
0.2633809,370.0,2457301.58952,0.06034,,37.7,,280.8808732,-25.1935182
15.20726,26.2,2457305.63198,2.411,,1.59,,289.4114936,-24.9358861
15.207101,12.7,2457320.839,,,0.84,,289.4114936,-24.9358861
0.738067,260.0,2457301.7963,0.0902,,25.0,,282.0379454,-24.8844084
4.135707,1.59980974,2457301.87061,,4972.0,0.76364,4.52,295.0364167,-24.7829615
4.13556,1.44,2457301.8764,0.032,,0.761,,295.0364167,-24.7829615
6.631247,1.35955936,2457306.89529,,4972.0,0.76364,4.52,295.0364167,-24.7829615
6.63107,1.52,2457306.896,0.036,,0.761,,295.0364167,-24.7829615
1.726115,5.6,2457302.2917,0.0589,,0.839,,281.8272071,-24.774772
1.2539936,31.7,2457302.58746,1.3183,,0.948,,296.2215504,-24.64935
0.9085915,23.1,2457301.66785,0.845,,0.95,,294.0772945,-24.396431
6.421719,15.3,2457316.27543,,,1.1,,294.4801973,-24.3849513
2.74324,28.0,2457302.9668,0.135,,4.88,,281.5128962,-24.3741791
0.533393,19.5,2457301.9033,0.02063,,14.8,,281.7557687,-24.337656
23.510811,18.4,2457333.44828,,,0.97,,283.5497366,-24.3209467
21.521554,2.40003126,2457306.22261,,5694.0,1.160188,4.22,282.1927118,-24.0843549
5.33988,1.27,2457304.9212,0.039,,0.611,,283.5749543,-24.0374337
6.689131,29.9,2457307.52381,1.728,,1.011,,293.9234664,-23.678453
,13.66,2457357.95486,3.847,,0.738,,280.7874548,-23.6734905
3.6322288,32.2,2457303.98183,1.3613,,2.67,,289.1922258,-23.6324752
10.14588,19.43,2457304.55391,2.558,,1.198,,295.9133252,-23.4870183
11.12366,1.8,2457310.0772,0.0427,,0.8327,,293.2016762,-23.4151604
11.123654,1.71707978,2457310.08115,,5310.0,0.820733,4.63,293.2016762,-23.4151604
,57.0,2457334.37475,2.4814,,1.532,,280.6447006,-23.3409988
1.15144,,2457311.79074,,5809.0,1.91,,291.401691,-23.2608974
1.151471,12.4,2457311.79051,,,1.64,,291.401691,-23.2608974
14.94889,21.9,2457308.24039,0.3574,,1.69,,293.6160533,-23.0529537
14.948966,36.94985751,2457308.24064,,6391.0,1.524443,4.18,293.6160533,-23.0529537
3.0203,5.6,2457304.474,0.0375,,1.265,,281.3437097,-22.9402478
13.12227,2.02,2457303.2154,0.0367,,1.004,,295.1508935,-22.9361426
13.125244,1.67711859,2457303.2127,,5742.0,0.976723,4.5,295.1508935,-22.9361426
19.68075,2.55,2457303.3631,0.0497,,1.079,,291.9220368,-22.8406872
19.679411,2.31529508,2457303.36194,,5679.0,1.002168,4.49,291.9220368,-22.8406872
3.38492,1.48,2457301.6833,0.0722,,0.528,,282.0968532,-22.7573018
3.90723655504,15.34164425,2460805.536432,1.7049263,5500.0,1.17027,4.28377,295.157014,-22.7217407
3.90518,16.3,2457302.52322,1.573,,1.282,,295.157014,-22.7217407
28.077484,67.3,2457316.76556,,,1.54,,288.0767141,-22.5344317
11.86386,2.21,2457313.1296,0.0605,,0.848,,287.1277235,-22.4921765
8.6929,1.81,2457301.8853,0.0248,,1.079,,281.6411315,-22.4822622
9.761854,3.4422482,2457303.01203,,5529.0,1.770928,3.91,284.0130886,-22.4396719
32.3204,3.3,2457307.609,0.609,,0.245,,281.4724948,-21.5678736
2.786008,1.9,2457311.40403,,,0.42,,291.673532,-21.5401303
2.78592,14.87,2457311.406,,3528.0,0.470811,4.76307,291.673532,-21.5401303
8.60133,5.31,2457306.6403,0.2804,,1.016,,283.2954698,-21.1985855
29.8411,5.23,2457328.2028,0.2388,,1.016,,283.2954698,-21.1985855
16.692356,17.0,2457315.06266,,,0.9,,290.6599385,-21.0839355
4.833191,25.31,2457304.96905,1.8419,,1.8456,,288.2290343,-20.9394612
1.3194719,14.3,2457302.43259,1.2036,,1.31,,289.4391342,-20.6543778
1.319474,16.6,2457311.66891,,,1.54,,289.4391342,-20.6543778
21.587326,1.78061635,2457320.38452,,6244.0,1.466377,4.11,290.052055,-19.843218
3.041617,8.9894717,2457303.40225,,5250.0,0.873673,4.31,282.7778385,-19.284618
3.04108,11.9,2457303.4095,0.0563,,1.91,,282.7778385,-19.284618
0.4951253,28.8,2457301.94383,0.08276,,1.87,,283.6596688,-19.2399189
1.589843,49.0,2457301.59453,0.1741,,3.93,,282.1593738,-19.051064
8.42177,3.13,2457306.8159,0.0837,,1.0511,,288.2245357,-19.0444581
8.421659,3.45758743,2457306.81582,,5779.0,1.229497,4.13,288.2245357,-19.0444581
9.811589,4.253,2457302.06837,,5953.0,1.882,4.066,282.116081,-18.9933747
11.5843558517,5.49928933,2460804.013419,0.2500558,5631.0,1.09295,4.36,285.4688322,-18.4681649
11.587502,21.9,2457316.04543,,,1.0,,285.4688322,-18.4681649
1.549318,42.6,2457301.64689,3.789,,1.67,,290.3330112,-18.3290391
5.0521,2.1388,2457304.8892,,6262.0,1.476,4.178,282.0973715,-18.3183158
5.049068,2.594,2457304.911134,,6262.0,1.476,4.178,282.0973715,-18.3183158
1.9363475,46.0,2457303.30369,2.4595,,1.687,,281.8493643,-18.3020489
1.157563,12.3,2457311.85285,,,1.46,,285.4771985,-18.2983843
2.17469,1.8,2457302.1007,0.0251,,1.083,,284.8455006,-17.988768
1.658223,0.867,2457303.1303,0.01093,,0.917,,286.0818194,-17.9389031
0.56007,1.67,2457301.8512,0.01663,,0.441,,283.2284684,-17.8445713
4.88451,16.1,2457303.5531,1.647,,0.73,,288.9107894,-17.7975944
4.35967,2.31,2457301.701,0.1568,,0.559,,288.7950464,-17.5013251
1.81053,1.024,2457302.6107,0.0326,,0.543,,286.3115516,-17.4933728
20.94388,170.0,2457304.84599,0.4736,,12.43,,285.6788112,-17.1772769
20.943909,591.1,2457325.79217,,,11.57,,285.6788112,-17.1772769
0.944284,1.48,2457301.8455,0.0271,,0.684,,288.4196985,-17.1548189
5.29136017752,11.52204139,2460807.717198,1.12532759,5555.0,1.03676,4.39749,289.3917955,-16.8717267
5.29266,9.6,2457314.57314,,,1.0,,289.3917955,-16.8717267
5.292627,10.98,2457303.98852,1.0517,,1.058,,289.3917955,-16.8717267
5.292605,9.9778729,2457303.9888,,5689.0,0.969695,4.43,289.3917955,-16.8717267
0.515013,26.1,2457311.33064,,,1.3,,287.510856,-16.7935986
0.5150196,36.2,2457301.54475,0.602,,1.23,,287.510856,-16.7935986
26.4837,1.98,2457306.9592,0.0201,,1.378,,288.169811,-16.6470643
2.08807,12.4,2457301.6891,0.0717,,4.44,,288.3913859,-16.3098775
34.3797,118.0,2457307.1715,1.943,,4.0,,289.4262202,-15.9295397
15.6594,37.0,2457304.914,0.253,,4.0,,289.4262202,-15.9295397
1.4095126,70.0,2457302.16392,1.908,,1.82,,288.3879939,-15.8926085
3.22513,2.33,2457394.5096,0.24,,0.437,,16.2943175,-1.2654462
4.9234,1.18,2457396.4093,0.021,,0.776,,12.7736909,-1.1958844
8.03216,2.42,2457396.55,0.01484,,1.85,,18.2449774,-1.0608041
17.093319,17.7,2457399.31482,2.8067,,0.426,,19.9755085,-0.4835202
17.093491,32.5,2457399.31466,,,0.66,,19.9755085,-0.4835202
50.693644,8.68300668,2457409.2233,,5220.0,0.792931,4.54,19.1306968,-0.290103
50.69369,8.85,2457409.22337,1.1041,,0.781,,19.1306968,-0.290103
50.6939885,8.48837,2459436.979806,1.12,5216.0,0.78,4.6039,19.1306968,-0.290103
0.7988525,4.00703,2459497.629903,0.17,4785.0,0.86,4.45252,19.6268781,-0.0563983
0.7988453,6.2,2457392.64066,0.1357,,0.728,,19.6268781,-0.0563983
0.4378443,41.0,2457392.4498,0.553,,1.3,,18.6449742,0.0387098
13.26931,23.8,2457401.8628,0.3648,,1.127,,12.1360299,0.1718046
7.119856,1.8797781,2457396.42633,,5318.0,0.852371,4.68,21.0079792,0.274431
7.12113,1.99,2457396.4196,0.0482,,0.853,,21.0079792,0.274431
8.904672,26.1,2457394.76562,1.232,,1.014,,19.4619984,0.3419519
8.90003342005,15.12617706,2460208.636707,2.21632826,5854.0,1.0044,4.45956,19.4619984,0.3419519
8.904519,36.9,2457394.76665,,,0.89,,19.4619984,0.3419519
2.5048178,3.9467,2460230.91969,0.1723,5328.0,0.92,4.47,18.5884331,1.0047964
2.504853,3.95,2457392.95973,0.1806,,0.905,,18.5884331,1.0047964
3.68047,1.11,2457392.7933,0.0191,,0.777,,10.8020706,1.4705845
3.68034,1.06218625,2457396.47707,,5121.0,0.774992,4.69,10.8020706,1.4705845
2.6017,1.47,2457392.7147,0.0285,,0.839,,21.1061587,1.7049101
15.960128,19.5,2457401.74837,,,0.87,,10.7426517,1.7426959
16.9616,2.7,2457408.9901,0.0413,,1.277,,20.1332675,1.7790852
0.7175747,28.1,2457392.40076,2.514,,0.818,,16.5834301,1.8475425
5.1645,0.784,2457393.4221,0.0867,,0.255,,13.0588652,1.9389164
3.44795,0.97,2457394.8983,0.0715,,0.332,,17.5982731,2.113902
,36.0,2457454.14443,1.408,,1.208,,22.8176397,2.2116819
0.5551606,11.4,2457392.47577,0.11,,1.657,,12.2670046,2.266557
6.26242,2.03,2457397.8835,0.0628,,0.762,,17.5404862,2.3725166
24.4131,15.3,2457416.3271,1.72,,0.64,,23.2447096,2.3852035
4.02748,1.24,2457394.9119,0.0399,,0.5901,,13.7868519,2.3936565
10.55369,2.72,2457395.0434,0.0906,,0.88,,16.291589,2.4446141
41.55209,4.3,2457407.48594,0.3044,,0.73,,18.2813835,2.4802441
41.552934,4.15834582,2457407.48548,,4895.0,0.724128,4.52,18.2813835,2.4802441
23.6088,3.43,2457413.7218,0.0783,,1.203,,18.1618438,2.5217995
23.607902,3.11864589,2457413.71937,,6057.0,1.115157,4.38,18.1618438,2.5217995
23.610939,3.0,2457413.71956,,,1.09,,18.1618438,2.5217995
21.98131,197.025,2457395.481733,,4491.0,22.415,1.773,18.877718,2.6223599
9.64954,2.74,2457392.9595,0.19,,0.593,,9.9874639,2.8313412
6.5534,1.11,2457395.0771,0.01924,,0.766,,18.8315922,2.9648061
0.6719977,25.2,2457392.35532,0.2257,,1.79,,11.3701409,2.9934105
4.4358,1.3,2457396.1533,0.0197,,0.879,,17.1423772,2.9994981
4.435717,1.32476068,2457396.15202,,5374.0,0.846676,4.59,17.1423772,2.9994981
3.31347,3.8,2457393.9488,0.0775,,0.824,,22.1213485,3.112815
1.72767,21.3,2457393.88128,,,0.37,,16.6883478,3.4073158
4.69942,2.5,2457394.7423,0.0601,,0.605,,14.5527365,3.5290844
4.7535,1.5147,2457396.1692,,5986.0,1.27,4.222,18.8306493,3.8385118
12.7256,2.16,2457397.7779,0.0425,,1.001,,15.7219909,4.590852
45.4939,7.17,2457407.8853,0.1221,,1.626,,17.0869954,4.622991
12.092199,5.84432297,2457403.23287,,5333.0,0.990979,4.2,8.6971419,4.6577408
12.09259,14.7,2457403.2313,0.3608,,2.46,,8.6971419,4.6577408
12.092216,4.7,2457403.23361,,,0.84,,8.6971419,4.6577408
10.7946,2.34,2457402.4235,0.1344,,0.618,,9.8474615,4.7177967
10.7946,,2457402.4216,,5045.0,0.62,,9.8474615,4.7177967
4.06643,1.22,2457394.5845,0.035,,0.618,,9.8474615,4.7177967
57.8396,9.8,2457401.6557,0.899,,0.729,,17.1746887,4.7252207
4.49161,2.01,2457394.2081,0.0538,,0.823,,22.3524285,4.7348697
19.4989,2.32,2457403.2529,0.0402,,1.085,,15.435753,4.9254702
19.496649,2.21599278,2457403.25055,,5758.0,1.155241,4.22,15.435753,4.9254702
3.78177,1.81,2457393.3863,0.0249,,1.095,,15.3501157,5.0380381
9.073266,23.32,2457394.22405,1.7165,,1.763,,12.8272823,5.3334294
2.010607,1.28,2457393.924168,,3806.0,0.618,4.641,11.8772391,5.3862102
13.6094,2.44,2457393.324,0.168,,0.564,,22.8779687,5.4159179
5.23587,4.86,2457396.5057,0.1336,,1.248,,12.2361482,5.4164335
5.235714,4.3,2457396.50605,,,1.17,,12.2361482,5.4164335
2.43807,2.15,2457393.8593,0.1079,,0.625,,10.3285748,5.4309818
6.80111,1.96,2457396.1081,0.415,,0.291,,16.9728645,5.5508114
0.36432247904,6.95273914,2459447.841312,3.82167895,3473.0,0.347331,4.87657,23.3042282,5.6452094
0.728639,17.2,2457393.41589,,,0.69,,23.3042282,5.6452094
17.1057,5.91,2457409.2893,1.006,,0.592,,16.5208588,6.0084398
7.30383,2.18,2457398.101,0.0849,,0.715,,13.27676,6.1002238
7.3274,2.1225,2457393.0112,,5197.0,0.96,4.609,16.0826795,6.110996
4.684559,4.757,2457394.016667,,5829.0,1.184,4.244,16.643421,6.2494097
57.8415,6.13,2457393.0699,0.1602,,1.495,,15.8813788,6.3687756
0.762406,0.99,2457431.67734,,5620.0,0.89,4.5,16.7615005,6.588798
9.4538,1.91,2457397.9708,0.0375,,0.932,,19.1262521,6.5933274
7.51114,2.98,2457398.0604,0.193,,0.643,,18.0414099,7.3506132
10.4347,1.69,2457393.7531,0.039,,0.816,,14.2352359,7.3780069
15.246593,78.0,2457401.78226,,,1.91,,14.7444628,7.7193193
0.70531,1.6,2457466.1131,,5499.0,1.0,4.5,13.4321524,7.9952914
0.70531,1.48,2457430.1411,,,,,13.4321524,7.9952914
0.705386,1.73,2457392.7569,0.0262,,1.013,,13.4321524,7.9952914
4.284523,1.30280156,2457397.77125,,4360.0,0.62182,4.69,13.8121855,8.0227068
4.28446,1.98,2457393.4878,0.0424,,0.934,,13.8121855,8.0227068
4.28475,1.2,2457393.48505,,,0.55,,13.8121855,8.0227068
6.53074,,2457394.9955,,3628.0,0.69,,13.830524,8.0569102
6.53046,3.36,2457394.9957,0.22,,0.692,,13.830524,8.0569102
,6.71,2457396.6865,0.2809,,1.256,,18.5290506,8.187656
14.753,3.0,2457393.2431,0.251,,0.5666,,9.4888351,8.2511033
21.77635,37.0,2457407.4734,2.843,,1.122,,18.7027892,8.2514749
21.776971,19.9,2457407.47288,,,0.84,,18.7027892,8.2514749
8.78627,3.16,2457392.6068,0.0645,,1.184,,14.7017474,8.402543
57.1050077,5.93946,2460150.88151,0.3388,5816.0,0.97,4.49,16.2769235,8.4445808
57.10412,5.61,2457409.8428,0.3222,,0.971,,16.2769235,8.4445808
20.21535,2.61,2457392.5241,0.0661,,0.971,,16.2769235,8.4445808
39.3266,3.57,2457416.741,0.063,,1.346,,12.6775686,8.5805773
7.64514,6.5,2457396.6846,0.2285,,1.06,,17.3668367,8.9882823
46.47688,62.0,2457423.88017,1.5,,2.394,,15.9106192,9.1544624
,12.32,2457451.25079,0.4902,,1.698,,15.6817468,9.1599614
6.73572,,2457398.4932,,5740.0,1.17,,14.2523556,9.3860363
6.73511,3.9,2457398.502,0.0661,,1.167,,14.2523556,9.3860363
15.1563,3.01,2457392.6491,0.0622,,1.167,,14.2523556,9.3860363
13.26773,4.04,2457396.49186,0.1965,,0.813,,17.0257216,9.7367126
7.14238,1.75,2457396.8612,0.0589,,0.679,,12.702046,9.9175983
2.653275,118.0,2457393.81052,0.14384,,24.8,,12.3975189,10.0200266
2.65323,62.27721531,2457393.81164,,4621.0,13.730692,2.17,12.3975189,10.0200266
40.938,3.57,2457418.8252,0.1009,,1.083,,13.4241418,10.0448468
29.435233,2.91662791,2457416.64856,,5785.0,1.199507,4.21,17.0781004,10.1368432
10.22657,2.71,2457394.7155,0.1552,,0.681,,15.1592415,10.1994919
10.228,,2457394.7125,,4081.0,0.456,,15.1592415,10.1994919
3.91764,2.94,2457395.0915,0.0419,,1.35,,15.3707811,10.3665191
6.4063,0.888,2457396.1719,0.19,,0.195,,17.1818313,10.5175356
31.9761,3.92,2457405.7252,0.0653,,1.461,,15.5229242,10.5925016
0.571336,1.8,2457393.43677,,,0.97,,13.0800239,10.7947051
0.571308,1.46,2457437.42948,,5590.0,0.83,4.56,13.0800239,10.7947051
0.5713127,1.676,2457394.00907,0.0241,5578.0,0.99,4.408,13.0800239,10.7947051
0.571285,1.816,2457392.29718,0.02847,,1.02,,13.0800239,10.7947051
0.571282,1.87,2457393.4405,,5496.0,0.995,4.42,13.0800239,10.7947051
0.571,1.712,,,5496.0,0.981,4.42,13.0800239,10.7947051
0.571336,1.82,,,5496.0,0.95,4.42,13.0800239,10.7947051
0.571292,1.52,2457394.0114,,5470.0,0.869,4.53,13.0800239,10.7947051
0.571212,1.6,2457417.43601,,5613.0,0.95,4.6,13.0800239,10.7947051
0.571299,1.66855539,2457394.01075,,5590.0,0.906429,4.54,13.0800239,10.7947051
0.571331,1.82,2457393.43716,,5617.0,0.98,4.45,13.0800239,10.7947051
0.571292,1.725,2457394.0114,,5532.0,0.988,,13.0800239,10.7947051
13.33877,3.79,2457392.3976,0.0903,,1.02,,13.0800239,10.7947051
13.339746,2.70490157,2457405.73415,,5590.0,0.906429,4.54,13.0800239,10.7947051
13.339079,2.73,2457405.73389,,5617.0,0.98,4.45,13.0800239,10.7947051
13.341245,2.53,2457405.73124,,5590.0,0.83,4.56,13.0800239,10.7947051
13.338687,2.8,2457405.73516,,,0.97,,13.0800239,10.7947051
13.3387,2.77,,,5496.0,0.95,4.42,13.0800239,10.7947051
13.33989,2.84,2457405.732,0.0693,5578.0,0.99,4.408,13.0800239,10.7947051
13.334615,2.2,2457405.70999,,5613.0,0.95,4.6,13.0800239,10.7947051
13.3397,2.5,2457405.73156,,5470.0,0.869,4.53,13.0800239,10.7947051
13.33918,3.01,2457405.733,,5496.0,0.995,4.42,13.0800239,10.7947051
13.3397,2.836,2457405.7316,,5532.0,0.988,,13.0800239,10.7947051
8.1344,2.36,2457392.8508,0.0389,,1.153,,13.5724016,10.9092439
8.133218,2.05114626,2457400.98593,,5966.0,1.080518,4.33,13.5724016,10.9092439
17.78804,2.78,2457399.1266,0.0527,,1.153,,13.5724016,10.9092439
2.52894,1.44,2457393.002,0.0204,,0.962,,14.0322943,11.7069365
2.311162,51.6,2457394.38635,,,1.58,,15.0408655,12.2167422
3.128977,1.282,2457657.658541,,5140.0,0.976,4.625,263.960982,-21.3840777
0.872893,,2458096.15278,6.8394,,,,129.4024617,14.6121276
15.35092,16.31,2457585.5093,2.386,5417.0,0.943467,4.46174,187.3576911,-10.9850682
15.32811688418,16.40718966,2458584.385994,3.0096534,5417.0,0.943467,4.46174,187.3576911,-10.9850682
15.78157905706,11.76767971,2459559.099655,1.20077993,5780.0,1.0,4.438,188.6967878,-10.3197103
15.78132,10.87,2457586.4189,1.028,,,,188.6967878,-10.3197103
5.20256,3.58,2457586.4559,0.113,5489.0,0.995782,4.42401,182.4450314,-10.1116203
16.77217,19.29,2457585.7609,0.199,4898.0,3.88053,,186.5344168,-9.8902432
16.770556,13.24001074,2457585.7713,,4939.0,2.87646,3.54,186.5344168,-9.8902432
48.249552,17.99855135,2457633.07702,,5792.0,0.956171,4.52,188.3127412,-9.6251994
25.988289,316.73370059,2457591.1566,,4382.0,15.95329,2.07,184.1040264,-9.5159249
18.69646,2.35,2457590.729,0.082,5212.0,0.764037,4.62123,186.3564273,-8.7528167
12.20239,4.15,2457586.8291,0.128,5869.0,1.01169,4.45328,192.0993966,-8.5275804
4.18787,1.36,2457584.0327,0.014,5589.98,0.972391,4.45714,185.4282484,-7.4110169
19.57833,2.77,2457596.804,0.1,5613.0,0.940594,4.4869,184.071828,-6.3856514
19.57572,2.84337254,2457596.8037,,5611.0,0.90705,4.55,184.071828,-6.3856514
0.844548,1.005,2457583.055799,,3109.0,0.165,5.13,186.2676323,-6.1638387
11.73677,1.82,2457591.6048,0.111,3984.72,0.761077,4.469,189.0515603,-5.3353818
0.72813,1.27,2457583.2622,0.068,3506.0,0.423901,4.8049,189.5748998,-5.2446247
0.728113,1.1,2457585.45061,,3782.0,0.32,5.0,189.5748998,-5.2446247
25.58142,8.35,2457589.8674,0.22,5409.94,1.9082,3.84995,188.5274815,-4.8499667
10.583942,2.72,2457586.577735,,5280.0,0.874,4.531,189.5154836,-3.7426434
5.69046,18.81,2457584.6711,0.533,5549.0,1.80891,3.91446,186.4481721,-3.4693668
1.055785,1.51966184,2457583.09609,,4315.0,0.592773,4.73,187.197804,-2.3425792
37.20364,5.1,2457609.7633,0.28,5476.0,0.829429,4.58278,186.320783,-2.1286035
20.84919,3.01,2457592.6108,0.01,9767.0,2.37225,4.08394,187.5813965,-1.9426386
16.13655,2.02,2457597.6294,0.036,5886.0,0.995311,4.47031,186.4860415,-1.4047214
16.141132,2.332,2457920.44584,,5868.0,0.999,,186.4860415,-1.4047214
16.1388,2.18,2457613.7661,,5839.0,0.998,4.42,186.4860415,-1.4047214
16.140442,2.05969274,2457597.62469,,5870.0,0.975013,4.4,186.4860415,-1.4047214
0.251647,27.97665274,2457582.62123,,5833.0,0.986936,4.41,188.1403092,-0.6729323
11.67254,3.87,2457589.7039,0.114,5725.0,1.22705,4.26894,190.7982936,0.8635072
4.03692,2.24,2457583.9634,0.091,4861.07,0.735009,4.60421,187.1349231,1.6134271
4.036791,2.33800166,2457583.96448,,4933.0,0.72841,4.65,187.1349231,1.6134271
3.137611,,2457301.9211,3.671,3579.0,0.452762,4.8253,289.5273235,-16.3430978
9.632039,2.279,2457662.623793,,4646.0,0.697,4.608,255.5980784,-21.7131268
18.239311,3.792,2457664.991511,,4015.0,0.477,4.809,258.2351419,-26.0969068
