pl_orbper,pl_rade,pl_tranmid,pl_trandep,st_teff,st_rad,st_logg,ra,dec
21.199,,2457146.569,0.0182,5296.77,0.797924,4.59319,133.8382032,16.7940663
21.1976,1.33,2457146.579,0.0263,,0.7747,,133.8382032,16.7940663
16.273563,2.62,2457145.963531,,5869.0,1.32,4.17,127.761137,16.9004702
16.271,,2457145.973,0.0312,5940.0,1.25863,4.27169,127.761137,16.9004702
16.2713,2.77,2457145.9732,0.0418,,1.27,,127.761137,16.9004702
16.27284,2.10886389,2457145.9686,,5656.0,1.064948,4.23,127.761137,16.9004702
3.85,,2457141.528,0.0282,4504.0,0.626953,4.69363,124.3609294,17.0241557
3.850614,1.03,2457141.526349,,4558.0,0.63,4.65,124.3609294,17.0241557
3.85064,1.073,2457141.5282,0.0391,,0.51,,124.3609294,17.0241557
19.508,2.11,2457153.0076,0.1237,,0.576,,130.082542,18.6929046
19.507428,1.92,2457153.004667,,4857.0,0.72,4.59,130.082542,18.6929046
2.995646,13.96620332,2457141.35109,,5990.0,1.454974,4.11,127.5787231,22.2359194
2.99529334,,2457144.348573,0.731,6135.47,1.4022,4.20966,127.5787231,22.2359194
2.995629,15.434793,2457144.34703,,6149.0,1.58,4.2,127.5787231,22.2359194
2.995633,13.1,2457144.34684,,,1.38,,127.5787231,22.2359194
2.9956366,13.1937,2460256.812967,0.7778,6135.5,1.4,4.21,127.5787231,22.2359194
2.99563536,,2457851.317006,,6087.0,1.66,4.106,127.5787231,22.2359194
2.995607,15.13215,2457141.35132,,6132.0,1.526,4.173,127.5787231,22.2359194
2.996,,2457141.351,0.6237,6135.47,1.4022,4.20966,127.5787231,22.2359194
2.995633,13.96,2457144.34683,,6071.0,1.44,4.18,127.5787231,22.2359194
2.9956348,13.75,2457141.3514834,,6168.0,1.42,4.2,127.5787231,22.2359194
2.9956372,13.7,2457141.35125,0.7493,,1.4,,127.5787231,22.2359194
2.995653,13.8,2458096.957,0.8175,6380.0,1.398,4.239,127.5787231,22.2359194
2.99561,11.99363,,0.82,6132.0,1.22,4.17,127.5787231,22.2359194
2.995654,16.14096,2457141.35087,,6087.0,1.66,4.106,127.5787231,22.2359194
29.729,,2457143.824,0.067,5464.0,1.11294,4.32739,127.9373409,19.0745863
29.7361,3.52,2457143.818,0.0888,,1.144,,127.9373409,19.0745863
29.740451,3.36,2457143.815863,,5532.0,1.13,4.3,127.9373409,19.0745863
36.556251,2.96787013,2457152.70536,,5759.0,1.035241,4.31,130.4971951,19.9166357
36.5563,3.18,2457152.7063,0.0802,,1.1,,130.4971951,19.9166357
36.552551,3.21,2457152.708694,,5817.0,1.16,4.3,130.4971951,19.9166357
11.561514,2.4,2458099.10708,0.0255,6140.0,1.406,4.255,133.1218996,21.2386816
11.561052,2.03,2458099.10726,,5920.0,1.09,4.36,133.1218996,21.2386816
2.787174,1.65,2457141.32497,,3804.0,0.46,4.8,134.2021746,21.5026882
2.78711,2.0,2457141.3237,0.147,,0.507,,134.2021746,21.5026882
7.67689,2.44,2457144.6262,0.2074,,0.507,,134.2021746,21.5026882
7.676984,2.3,2458096.56938,0.2124,3790.0,0.465,4.79,134.2021746,21.5026882
7.676972,2.02,2457144.624554,,3804.0,0.46,4.8,134.2021746,21.5026882
3.3557219,1.9149,2460280.32405,0.1101,3807.0,0.56,4.68,136.3614923,21.6685886
3.355854,1.6,2458095.74687,0.067,3860.0,0.551,4.72,136.3614923,21.6685886
3.35585,1.59,2458095.747731,,4374.0,0.49,4.76,136.3614923,21.6685886
10.367437,2.11,2457141.710348,,3779.0,0.52,4.74,132.7075876,21.7890367
10.366,,2457141.715,0.124,3675.0,0.539401,4.7031,132.7075876,21.7890367
10.36627,1.82,2457141.7142,0.1946,,0.4,,132.7075876,21.7890367
26.198,,2457164.39,0.0861,4678.0,0.709927,4.60838,125.9864854,22.663226
26.201446,2.26,2457164.390197,,4801.0,0.7,4.6,125.9864854,22.663226
26.1956,2.08,2457164.3913,0.0965,,0.656,,125.9864854,22.663226
26.197022,2.36213049,2457164.39075,,4789.0,0.692258,4.71,125.9864854,22.663226
26.19445485478,2.99459349,2459521.873206,0.12027717,4678.0,0.709927,4.60838,125.9864854,22.663226
7.18662,2.58,2457140.7018,0.1829,,0.584,,126.3726821,23.2974061
7.187257,2.41,2457140.699277,,4599.0,0.63,4.65,126.3726821,23.2974061
7.187,,2457140.698,0.1195,4391.0,0.617099,4.69431,126.3726821,23.2974061
4.688418,3.26,2458096.716772,,5077.0,0.85,4.5,130.8783479,24.4229559
4.688625,3.8,2458096.7131,0.1777,5220.0,0.828,4.545,130.8783479,24.4229559
4.6886342,3.36071,2460276.929305,0.1469,4954.0,0.87,4.47,130.8783479,24.4229559
12.550171,2.67,2458104.435651,,5077.0,0.85,4.5,130.8783479,24.4229559
12.550896,2.6,2458104.42819,0.0858,5220.0,0.828,4.545,130.8783479,24.4229559
9.029,,2457219.139,0.0682,5274.0,0.786068,4.60139,199.0996546,-14.4447454
9.032178,1.38,2457219.127431,,4385.0,0.49,4.78,199.0996546,-14.4447454
9.0333,2.75,2457219.1182,0.1028,,0.825,,199.0996546,-14.4447454
2.399964,1.32,2456810.584,,4402.71,0.619575,,170.1031027,1.2858679
2.39991,1.08,2456810.5859,,4426.0,0.601,4.697,170.1031027,1.2858679
2.3996463,1.52,2456810.59,0.0436,4326.0,0.67,,170.1031027,1.2858679
2.39984,1.4,2456810.5871,,4680.0,0.72,4.56,170.1031027,1.2858679
2.39901,1.27,2456810.5969,0.0404,,0.603,,170.1031027,1.2858679
5.60906,1.69,2456812.1153,,4426.0,0.601,4.697,170.1031027,1.2858679
5.60871,1.9,2456812.1166,0.0938,,0.603,,170.1031027,1.2858679
5.60967748,,2456817.718241,0.093,4323.44,0.779092,4.4874,170.1031027,1.2858679
5.6084,2.2,2456812.1181,,4523.0,0.69,,170.1031027,1.2858679
5.60912,2.09,2456812.1158,,4680.0,0.72,4.56,170.1031027,1.2858679
5.608352,1.93,2456812.119,,4402.71,0.619575,,170.1031027,1.2858679
5.6089465,2.17,2456812.116,0.0889,4326.0,0.67,,170.1031027,1.2858679
4.163873,1.54,2457219.277628,,5789.0,1.04,4.39,204.0355092,-14.0092516
19.9901,2.81,2457228.1623,0.0748,,1.006,,204.0355092,-14.0092516
19.991,,2457228.16,0.0542,5799.0,0.977396,4.47496,204.0355092,-14.0092516
19.991944,2.74,2457228.164968,,5789.0,1.04,4.39,204.0355092,-14.0092516
7.806164,2.54,2457223.495191,,5769.0,1.05,4.4,206.6522408,-11.8049588
7.80651068,,2457231.300882,0.053,5739.0,1.03974,4.41706,206.6522408,-11.8049588
7.80692,3.03,2457223.4913,0.0681,,1.103,,206.6522408,-11.8049588
7.806,,2457223.497,0.0477,5739.0,1.03974,4.41706,206.6522408,-11.8049588
3.665912,1.37,2458098.635282,,5791.0,0.95,4.47,140.4451478,18.469628
8.236486,2.0,2458098.71419,0.0401,5930.0,0.923,4.497,140.4451478,18.469628
8.234885,1.92,2458098.716929,,5791.0,0.95,4.47,140.4451478,18.469628
14.871387,2.23,2458103.622842,,5791.0,0.95,4.47,140.4451478,18.469628
14.869943,4.4,2458103.6095,0.19,5930.0,0.923,4.497,140.4451478,18.469628
3.794,,2457140.224,0.1007,3510.0,0.421881,4.80673,129.1299193,10.1472175
3.793306,1.56,2457140.22597,,3669.0,0.41,4.86,129.1299193,10.1472175
5.7385647,2.25,2458252.1918298,,5790.0,0.92,4.49,124.6426189,13.5027816
21.0267366,2.29,2458256.0408399,,5568.0,0.86,4.52,128.3219134,13.6613758
16.3488637,3.72,2458255.1162073,,5794.0,1.0,4.43,131.9386628,16.3289144
11.2510285,2.68,2458259.0094216,,5650.0,0.91,4.49,133.8081054,18.9497263
1.422647,1.45,2456827.9623,,4953.0,0.75,4.598,169.4490102,3.8665038
1.422586,1.291,2456827.96295,,4836.0,0.717,4.55,169.4490102,3.8665038
1.422602,1.407,2456810.89245,0.0345,,0.729,,169.4490102,3.8665038
1.422619,1.46748911,2456810.89142,,4944.0,0.745987,4.7,169.4490102,3.8665038
1.4226108,1.55,2456810.892,0.0365,4886.0,0.74,,169.4490102,3.8665038
1.42266,1.32,2456809.4684,,4924.0,0.74,4.65,169.4490102,3.8665038
1.422614,1.43,2456810.8916,,4916.0,0.718,,169.4490102,3.8665038
1.422614,1.43,2456810.8916,,4916.0,0.718,4.621,169.4490102,3.8665038
5.340883,3.58036658,2456812.84015,,4944.0,0.745987,4.7,169.4490102,3.8665038
5.3410507,3.12,2456812.83943,0.1545,4953.0,0.726,4.598,169.4490102,3.8665038
5.340888,3.2,2456812.84001,,4916.0,0.718,,169.4490102,3.8665038
5.340786,2.41,2456812.84096,,4836.0,0.717,4.55,169.4490102,3.8665038
5.34072,2.65,2456812.84156,,4953.0,0.75,4.598,169.4490102,3.8665038
5.34059,2.8,2456812.8422,,4924.0,0.74,4.65,169.4490102,3.8665038
5.34107237,,2456818.146345,0.163,4772.39,0.75412,4.56911,169.4490102,3.8665038
5.340888,3.2,2456812.84001,,4916.0,0.718,4.621,169.4490102,3.8665038
5.3408934,2.82,2456812.84,0.121,4886.0,0.74,,169.4490102,3.8665038
23.4302,,2456875.44393,0.05,5568.0,1.05771,4.38144,238.8197061,-21.0269691
23.448172,2.906,2456898.8326,,5561.0,1.051,4.313,238.8197061,-21.0269691
23.44701,3.24,2456898.8365,0.0783,,1.115,,238.8197061,-21.0269691
23.446501,2.71,2456898.838,0.0808,5484.0,0.87,,238.8197061,-21.0269691
23.446873,2.89705396,2456898.83586,,5869.0,0.986872,4.53,238.8197061,-21.0269691
15.93709,1.87,2456906.4327,0.059,,0.731,,243.6800912,-19.3468837
15.937378,1.84,2456906.431,0.0576,4574.0,0.7,,243.6800912,-19.3468837
15.937039,2.359,2456906.4351,,5601.0,0.94,4.406,243.6800912,-19.3468837
20.645099,2.413,2456997.3941,,4348.0,0.625,4.726,337.8588454,-13.2644554
20.643928,2.54,2456997.393,0.118,4396.0,0.68,,337.8588454,-13.2644554
20.646,2.38,2456997.395,0.132,,0.58,,337.8588454,-13.2644554
5.02629,1.322,2456978.7646,0.0485,,0.577,,332.6357627,-11.1661157
5.025831,1.72,2456983.791,0.0484,4679.0,0.72,,332.6357627,-11.1661157
5.025598,1.332,2456978.7672,,4663.0,0.663,4.667,332.6357627,-11.1661157
9.660186,1.361,2456977.8722,,4663.0,0.663,4.667,332.6357627,-11.1661157
9.65869,1.38,2456977.875,0.0522,,0.577,,332.6357627,-11.1661157
20.201085,1.948,2456988.5374,,4663.0,0.663,4.667,332.6357627,-11.1661157
20.2009,1.89,2456988.5398,0.0982,,0.577,,332.6357627,-11.1661157
5.761612,1.313,2456979.8716,,5682.0,0.881,4.418,329.7262534,-10.8750666
5.761359,1.37311054,2456979.86985,,5744.0,0.901705,4.57,329.7262534,-10.8750666
5.7619248,1.37,2456979.866,0.0226,5350.0,0.83,,329.7262534,-10.8750666
5.76218,1.217,2456979.8688,0.0174,,0.868,,329.7262534,-10.8750666
4.44117,1.61,2456893.7013,,5413.0,0.85,4.52,243.4509662,-24.7870527
4.44118,1.66,2456893.7003,,5512.0,0.87,4.512,243.4509662,-24.7870527
4.4436649,1.5,2456898.114,0.0362,4740.0,0.72,,243.4509662,-24.7870527
4.443774,1.52572113,2456898.11286,,5382.0,0.818403,4.66,243.4509662,-24.7870527
4.4434,1.39,2456893.6753,,5352.0,0.809,4.53,243.4509662,-24.7870527
4.4436,1.57,2456898.1167,0.0358,,0.792,,243.4509662,-24.7870527
6.42966,2.41,2456898.8548,,5352.0,0.809,4.53,243.4509662,-24.7870527
6.42904,2.75,2456898.8603,,5413.0,0.85,4.52,243.4509662,-24.7870527
6.42973,2.65,2456898.8547,,5512.0,0.87,4.512,243.4509662,-24.7870527
6.43032491,,2456898.852285,0.085,4927.0,0.858018,4.47902,243.4509662,-24.7870527
6.4295023,2.5,2456898.856,0.1,4740.0,0.72,,243.4509662,-24.7870527
6.429582,2.59811964,2456898.85589,,5382.0,0.818403,4.66,243.4509662,-24.7870527
6.42959,2.64,2456898.85448,0.1027,,0.792,,243.4509662,-24.7870527
14.09229,2.31,2456907.2331,,5352.0,0.809,4.53,243.4509662,-24.7870527
14.090907,2.33,2456907.236,0.0866,4740.0,0.72,,243.4509662,-24.7870527
14.090996,2.41175864,2456907.23597,,5382.0,0.818403,4.66,243.4509662,-24.7870527
14.0919,2.59,2456907.2314,,5512.0,0.87,4.512,243.4509662,-24.7870527
14.09189,2.73,2456907.2315,,5413.0,0.85,4.52,243.4509662,-24.7870527
14.09292,2.58,2456907.2322,0.0893,,0.792,,243.4509662,-24.7870527
2.1408063,2.59639,2460258.421812,0.0628,5372.0,1.0,4.40929,67.8205302,19.8316901
2.14084,3.207,2457822.184,,5377.0,0.971,4.454,67.8205302,19.8316901
2.14084,3.207,2457822.184012,,5377.0,0.971,4.454,67.8205302,19.8316901
3.11489307594,12.11200864,2458493.283904,2.59807011,4973.0,0.74956,4.438,128.0670932,11.6307099
3.1149085,12.03,2457141.41748,2.846,,0.718,,128.0670932,11.6307099
3.11491262,,2457144.531723,2.698,4952.0,0.74956,4.60227,128.0670932,11.6307099
3.114878,12.5,2457144.53308,,,0.77,,128.0670932,11.6307099
3.115,,2457141.418,2.3415,4952.0,0.74956,4.60227,128.0670932,11.6307099
3.114905,13.024,2457141.4176,,4925.0,0.736,4.683,128.0670932,11.6307099
9.84413,3.23,2457146.3288,0.1093,,0.9395,,130.7988719,13.0094226
9.844017,3.0,2457146.32909,,,0.91,,130.7988719,13.0094226
9.844077,2.945,2457146.3287,,5479.0,0.922,4.437,130.7988719,13.0094226
9.844,,2457146.33,0.0809,5500.23,0.957455,4.4581,130.7988719,13.0094226
11.0213,2.25,2457150.2916,0.0202,,1.507,,123.1361518,13.6884986
11.02066,2.061,2457150.2894,,6138.0,1.486,4.156,123.1361518,13.6884986
4.521953,1.593,2458099.686916,,5789.0,0.907,4.386,137.3794986,16.3558324
4.521953,1.593,2458099.6869,,5789.0,0.907,4.386,137.3794986,16.3558324
16.43445,2.213,2458109.237617,,5789.0,0.907,4.386,137.3794986,16.3558324
16.43445,2.213,2458109.2376,,5789.0,0.907,4.386,137.3794986,16.3558324
14.4584,2.84,2457147.3335,0.0298,,1.551,,130.5013137,20.3593003
14.460563,1.75532562,2457147.32554,,5838.0,1.065474,4.32,130.5013137,20.3593003
14.443,,2457147.342,0.0245,5826.08,1.54893,4.0792,130.5013137,20.3593003
14.453895,2.243,2457147.3436,,5822.0,1.543,4.107,130.5013137,20.3593003
5.776475,1.736,2458096.742607,,5937.0,1.149,4.275,132.7193327,25.0380824
5.776475,1.736,2458096.7426,,5937.0,1.149,4.275,132.7193327,25.0380824
12.832235,1.693,2457230.1429,,4200.0,0.691,4.673,202.897887,-12.0951142
12.83306,1.82,2457230.1421,0.0754,,0.649,,202.897887,-12.0951142
12.83724862,,2457230.127906,0.054,4314.0,0.697984,4.57904,202.897887,-12.0951142
2.060438,2.88,2457217.8493,,4823.0,0.732,4.674,205.1596569,-11.1172332
2.06,,2457217.849,0.1344,4854.0,0.736421,4.60144,205.1596569,-11.1172332
2.060368,3.16,2457217.85,0.1697,,0.727,,205.1596569,-11.1172332
8.777247,2.181,2457303.9091,,4603.0,0.751,4.615,283.0317641,-27.1807287
8.7783,2.27,2457303.9054,0.0934,,0.69,,283.0317641,-27.1807287
4.01593,1.54,2456896.8786,,5731.0,1.06,4.38,240.0333095,-23.1894196
4.01593,1.655,2456896.8786,,5705.0,1.141,,240.0333095,-23.1894196
4.01593,1.90553,,0.016,5757.0,1.38,4.35,240.0333095,-23.1894196
4.01628,1.64,2456896.8753,,5758.0,1.12,4.364,240.0333095,-23.1894196
4.01663,1.96,2456896.8693,0.02607,,1.241,,240.0333095,-23.1894196
4.01668,1.55,2456896.8707,,5679.0,0.924,4.32,240.0333095,-23.1894196
4.01593,1.55,2456896.8786,,5757.0,1.1,4.35,240.0333095,-23.1894196
10.56103,2.29,2456900.4752,,5731.0,1.06,4.38,240.0333095,-23.1894196
10.56104,2.18,2456900.4751,,5679.0,0.924,4.32,240.0333095,-23.1894196
10.56103,2.49,2456900.4752,,5705.0,1.141,,240.0333095,-23.1894196
10.56103,2.42,2456900.4752,,5757.0,1.1,4.35,240.0333095,-23.1894196
10.56098,2.41,2456900.4746,,5758.0,1.12,4.364,240.0333095,-23.1894196
10.56131,2.83,2456900.4756,0.0484,,1.241,,240.0333095,-23.1894196
9.40172,1.96,2457302.9343,0.0275,,1.13,,283.4346389,-26.5387308
9.401312,2.729,2457302.9354,,5911.0,1.32,4.194,283.4346389,-26.5387308
7.9389334,1.075,2457304.844,,4473.0,0.675,4.653,288.0267612,-21.0075789
7.939256,1.08322371,2457304.84484,,4661.0,0.645652,4.66,288.0267612,-21.0075789
7.9388,0.94,2457304.8454,0.0209,,0.616,,288.0267612,-21.0075789
16.035054,2.05816745,2457304.29122,,4661.0,0.645652,4.66,288.0267612,-21.0075789
16.0382,,2457320.3248,,4710.0,0.62,,288.0267612,-21.0075789
16.038474,2.0,2457320.325,,,0.7,,288.0267612,-21.0075789
16.034656,2.0,2457304.2916,,4473.0,0.675,4.653,288.0267612,-21.0075789
16.0343,2.05,2457304.2922,0.0947,,0.616,,288.0267612,-21.0075789
26.8054,1.48,2457307.9132,0.0522,,0.616,,288.0267612,-21.0075789
26.804998,1.53157981,2457307.91225,,4661.0,0.645652,4.66,288.0267612,-21.0075789
26.803023,1.689,2457307.9152,,4473.0,0.675,4.653,288.0267612,-21.0075789
21.7,2.38,2457314.3647,0.0789,,0.811,,287.4125267,-19.6269336
21.697619,2.77059123,2457314.37023,,5570.0,0.88176,4.61,287.4125267,-19.6269336
21.700156,2.072,2457314.3647,,5452.0,0.811,4.585,287.4125267,-19.6269336
1.866025,1.75,2457302.0911,0.0383,,0.878,,282.008765,-18.3795798
1.865979,1.85861238,2457302.09125,,5231.0,0.825125,4.68,282.008765,-18.3795798
1.865962,1.564,2457302.0928,,5129.0,0.804,4.655,282.008765,-18.3795798
2.231527,1.076,2457393.7157,,3623.0,0.348,4.874,20.4998403,0.7509701
4.19525,1.05,2457394.411,0.146,,0.257,,20.4998403,0.7509701
4.194766,1.191,2457394.4158,,3623.0,0.348,4.874,20.4998403,0.7509701
6.679582,1.392,2457392.4243,,3623.0,0.348,4.874,20.4998403,0.7509701
6.6791,1.1,2457392.429,0.169,,0.257,,20.4998403,0.7509701
9.715043,1.345,2457398.9666,,3623.0,0.348,4.874,20.4998403,0.7509701
9.71601,1.14,2457398.9604,0.175,,0.257,,20.4998403,0.7509701
13.62757,1.78,2457392.5987,0.437,,0.257,,20.4998403,0.7509701
13.62749,2.222,2457392.6002,,3623.0,0.348,4.874,20.4998403,0.7509701
13.6274,,2457406.2271,,3860.0,0.257,,20.4998403,0.7509701
2.38098,1.72,2457393.4515,0.0506,,0.734,,12.6140752,5.8712567
2.380867,1.539,2457393.4544,,4844.0,0.761,4.64,12.6140752,5.8712567
7.473223,2.32,2457395.9056,,5749.0,0.97,4.424,18.2999964,7.0130302
7.47372,,2457395.9039,,5592.0,1.01,,18.2999964,7.0130302
7.47331,2.74,2457395.906,0.0661,,1.012,,18.2999964,7.0130302
28.735998,4.0,2457401.97827,,,0.35,,19.4418282,11.3684915
28.735327,7.322,2457401.9787,,3572.0,0.585,4.66,19.4418282,11.3684915
28.7342,8.22,2457401.9793,1.398,,0.664,,19.4418282,11.3684915
6.339069,3.66,2457741.794408,,5367.0,0.897,4.456,352.7139342,-11.0773564
6.339069,3.66,2457741.7944,,5367.0,0.897,4.456,352.7139342,-11.0773564
6.3392677,3.91968,2460226.787328,0.1739,5289.0,0.93,4.46,352.7139342,-11.0773564
6.33932,3.9,2457741.79456,,5310.0,0.91,4.42,352.7139342,-11.0773564
8.58289,2.33,2457742.782,,5773.0,1.094,4.31,355.6304152,-9.7135814
8.584043,2.184,2457742.782,,5782.0,1.084,4.273,355.6304152,-9.7135814
8.583566,2.118,2457742.784459,,5782.0,1.084,4.273,355.6304152,-9.7135814
20.851337,2.04,2457747.1012,,5782.0,1.084,4.273,355.6304152,-9.7135814
20.851337,2.04,2457747.101182,,5782.0,1.084,4.273,355.6304152,-9.7135814
4.6028,,2456980.821,,4911.0,3.12057,,338.3682095,-9.0229405
4.60543,6.27704,,0.037,4881.0,2.97,3.44,338.3682095,-9.0229405
4.6049829,1.67,2456980.828,0.0432,4843.0,0.74,,338.3682095,-9.0229405
4.60497,5.71,2456985.4315,,4912.0,2.93,3.58,338.3682095,-9.0229405
4.60808540736,7.04461252,2460807.332477,0.04355578,4911.0,3.12057,4.438,338.3682095,-9.0229405
4.60547,6.4,2456985.4268,,4915.0,3.08,3.58,338.3682095,-9.0229405
4.60497,7.09,2456985.4315,,4993.0,2.59,3.682,338.3682095,-9.0229405
4.60543,8.2,2456980.8236,,4881.0,3.88,3.44,338.3682095,-9.0229405
3.312792,4.662,2457739.9029,,5558.0,0.966,4.368,355.702386,-9.5887124
3.312792,4.662,2457739.902902,,5558.0,0.966,4.368,355.702386,-9.5887124
3.3129214,4.28877,2460231.218276,0.1815,5512.0,0.98,4.44,355.702386,-9.5887124
4.622654,1.371,2457741.516452,,5543.0,0.566,4.973,356.2260152,-7.7015151
4.622654,1.371,2457741.5165,,5543.0,0.566,4.973,356.2260152,-7.7015151
15.398723,1.85,2457739.6737,,5726.0,1.058,4.314,354.6499065,-7.4788816
15.398723,1.85,2457739.673691,,5726.0,1.058,4.314,354.6499065,-7.4788816
10.413181,2.352,2457739.3926,,5678.0,1.071,4.321,348.5159113,-0.0821031
10.41144,,2457739.3987,,5540.0,1.12,,348.5159113,-0.0821031
5.09582,,2457825.2848,,4490.0,0.58,,71.110002,16.5185817
5.095717,1.692,2457825.2859,,4938.0,0.631,4.515,71.110002,16.5185817
5.0957983,1.92318,2460250.885968,0.0714,4197.0,0.7,4.56,71.110002,16.5185817
4.803352,2.597,2457825.008886,,5007.0,0.783,4.628,70.4438684,16.6743415
4.803352,2.597,2457825.0089,,5007.0,0.783,4.628,70.4438684,16.6743415
8.491282,3.395,2457823.5786,,5007.0,0.783,4.628,70.4438684,16.6743415
8.491282,3.395,2457823.578588,,5007.0,0.783,4.628,70.4438684,16.6743415
0.673862,1.579,2457820.9636,,5236.0,0.92,4.488,74.6928607,17.2690562
0.673862,1.579,2457820.963635,,5236.0,0.92,4.488,74.6928607,17.2690562
25.76051,3.124,2457829.418,,5236.0,0.92,4.488,74.6928607,17.2690562
3.572326,2.417,2457823.575146,,5387.0,0.966,4.435,79.9516586,21.2591617
3.572326,2.417,2457823.5751,,5387.0,0.966,4.435,79.9516586,21.2591617
6.393025,2.274,2457909.0449,,5946.0,1.239,4.227,161.7349738,1.9367044
6.393025,2.274,2457909.044877,,5946.0,1.239,4.227,161.7349738,1.9367044
18.787839,5.098,2457911.684505,,5946.0,1.239,4.227,161.7349738,1.9367044
18.787839,5.098,2457911.6845,,5946.0,1.239,4.227,161.7349738,1.9367044
0.759978,6.049,2457906.219131,,5690.0,1.541,3.956,158.0734448,2.2378452
0.76001901813,7.29025894,2459525.795452,0.18655887,5690.2,1.65999,4.0,158.0734448,2.2378452
0.759978,6.049,2457906.2191,,5690.0,1.541,3.956,158.0734448,2.2378452
10.00361,2.57,2456815.524,0.146,4077.0,0.62,,174.7455392,-3.9055746
10.0051,2.29,2456815.5157,0.1482,,0.572,,174.7455392,-3.9055746
10.00329,2.37,2456815.5212,0.12,4197.0,0.6,,174.7455392,-3.9055746
10.00617969,,2456815.513027,0.13,4120.0,0.684348,4.57369,174.7455392,-3.9055746
10.0044,1.69,2456815.517,,4044.0,0.435,4.849,174.7455392,-3.9055746
10.003417,2.1,2456815.524,,4014.73,0.569359,,174.7455392,-3.9055746
3.865053,1.163,2457908.6234,,3578.0,0.382,4.847,154.5110307,3.6969271
3.865053,1.163,2457908.623359,,3578.0,0.382,4.847,154.5110307,3.6969271
6.293099,2.262,2457906.953094,,4213.0,0.675,4.719,154.987604,3.9548275
6.293099,2.262,2457906.9531,,4213.0,0.675,4.719,154.987604,3.9548275
17.27474,2.678,2457920.4286,,5716.0,1.28,4.197,161.451913,6.419318
17.27474,2.678,2457920.428634,,5716.0,1.28,4.197,161.451913,6.419318
33.589979,5.333,2457908.961284,,5511.0,0.886,4.439,164.1893864,9.6739464
33.589979,5.333,2457908.9613,,5511.0,0.886,4.439,164.1893864,9.6739464
33.5920255,9.88421,2459521.373701,0.3352,5468.0,0.91,4.5,164.1893864,9.6739464
13.115365,2.53,2457917.836888,,3748.0,0.552,4.695,160.3249517,12.1911149
13.115365,2.53,2457917.8369,,3748.0,0.552,4.695,160.3249517,12.1911149
3.4355113,4.18368,2459578.653916,0.258,4870.0,0.8,4.53,164.3759959,12.535614
3.435471,4.569,2457908.9959,,4927.0,0.765,4.685,164.3759959,12.535614
3.435453,3.806,2457908.996472,,4927.0,0.765,4.685,164.3759959,12.535614
22.549406,4.602,2458010.389535,,5784.0,0.961,4.374,230.8872242,-25.3706149
22.549406,4.602,2458010.3895,,5784.0,0.961,4.374,230.8872242,-25.3706149
4.941907,1.283,2457993.510086,,5563.0,0.927,4.45,232.5552584,-23.0067371
4.941907,1.283,2457993.5101,,5563.0,0.927,4.45,232.5552584,-23.0067371
9.22453,1.36,2457997.654457,,5563.0,0.927,4.45,232.5552584,-23.0067371
9.22453,1.36,2457997.6545,,5563.0,0.927,4.45,232.5552584,-23.0067371
20.978959,1.677,2457991.5363,,5335.0,0.784,4.559,227.9168555,-17.6842698
20.978959,1.677,2457991.53634,,5335.0,0.784,4.559,227.9168555,-17.6842698
1.908084,2.482,2457990.284142,,5742.0,1.228,4.204,228.4551125,-16.3512966
1.908084,2.482,2457990.2841,,5742.0,1.228,4.204,228.4551125,-16.3512966
3.2141,0.9898,2457064.8355,,5711.0,1.375,4.1693,58.003631,19.3909877
5.9382,2.116,2457823.1456,,5590.0,0.977,4.412,76.2621295,21.580162
0.8094,0.7599,2457738.6924,,4116.0,0.7,4.656,353.4175668,-7.6120272
5.3301,1.2327,2457739.1673,,4116.0,0.7,4.656,353.4175668,-7.6120272
4.3696,1.219,2457742.0993,,4343.0,0.732,4.621,351.6361913,-4.6066569
6.669,1.9287,2457740.2563,,4343.0,0.732,4.621,351.6361913,-4.6066569
4.01798053813,1.1017624,2459502.342761,0.28089118,3166.0,0.194357,5.07428,137.2015437,11.8622503
4.0179694,1.015,2458100.07116,,3173.0,0.1965,5.066,137.2015437,11.8622503
13.102,2.66,2458371.8384,,3746.0,0.554,4.691,349.2211822,-5.2015032
6.535,3.31,2458373.0321,,3861.0,0.5776,4.67,350.1417675,-10.0365901
20.35954,10.85,2457151.412,,3728.0,0.539092,4.70337,135.0194934,13.2737056
20.35919,11.3,2457151.41247,3.912,,0.55,,135.0194934,13.2737056
20.35507390682,10.50799334,2459553.71434,3.74997344,3728.0,0.539092,4.70337,135.0194934,13.2737056
20.35847252,10.55,2459553.7138,,3711.0,0.541,4.74,135.0194934,13.2737056
20.358748,10.0,2457151.4134,,,0.53,,135.0194934,13.2737056
20.359,,2457151.414,3.3123,3728.0,0.539092,4.70337,135.0194934,13.2737056
6.68851,2.25,2456814.6747,0.1042,,0.658,,176.6657559,-5.1720463
6.6874352,2.79,2456814.676,0.137,4476.0,0.69,,176.6657559,-5.1720463
6.68796,2.15,2456814.6763,,4613.0,0.643,4.659,176.6657559,-5.1720463
3.471149,4.51,2456809.8843,,3840.6,0.542,,169.117028,-3.9754405
3.471136,5.16,2456813.3563,0.665,,0.61,,169.117028,-3.9754405
3.471341,4.75,2456809.881,,3889.72,0.587449,,169.117028,-3.9754405
3.471285,4.37,2456813.353,0.638,3720.0,0.5,,169.117028,-3.9754405
